Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type
53,33358,2,88,44,44,44.0,0.0,99,99,99.0,0.0,8573.6554949338,119.9112656634,11119.3333333333,19216.8294037631,33309,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,40,40,59.9556328317,59.9556328317,44,99,66.0,30.1247406628,907.5,0,0,0,82.5,88,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
19283,86,2,4,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,28.66666667,24.82606158,49,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,48,40,23255.81395,23255.81395,2,6,3.6,2.19089023,4.8,0,1,0,4.5,4,1024,0,1,24,0.0,0,0,0.0,0,0,Normal Traffic
53,410,1,53,53,53,53.0,0.0,113,113,113.0,0.0,404878.0488,4878.04878,410.0,0.0,410,410,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,2439.02439,2439.02439,53,113,73.0,34.64101615,1200.0,0,0,0,109.5,53,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,87299,1,51,51,51,51.0,0.0,67,67,67.0,0.0,1351.676422,22.90976987,87299.0,0.0,87299,87299,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,11.45488494,11.45488494,51,67,56.33333333,9.237604307,85.33333333,0,0,0,84.5,51,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,846185,3,26,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,13740.4941,9.454197368,120883.5714,317871.3208,841741,36,4028,2014.0,2672.863633,3904,124,846144,211536.0,420140.5521,841741,187,72,112,3.545324013,5.908873355,0,7300,1291.888889,2460.652985,6054813.111,0,1,0,1453.375,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
53,48822,2,64,32,32,32.0,0.0,64,64,64.0,0.0,3932.653312,81.93027733,16274.0,28181.33267,48815,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,64,80,40.96513867,40.96513867,32,64,44.8,17.52712184,307.2,0,0,0,56.0,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,116960303,13,578,192,0,44.46153846,65.86553902,1430,0,385.6666667,603.771229,44.5108286,0.213747736,4873345.958,16500000.0,58400000,2,117000000,9746691.917,22700000.0,58400000,226,117000000,10600000.0,23600000.0,58400000,2,272,252,0.111148823,0.102598913,0,1430,200.2307692,439.5524367,193206.3446,0,1,0,208.24,578,8192,351,6,20,150630.5,214494,86767,58300000.0,58400000,58200000,Normal Traffic
443,119236779,286,4690,672,0,16.3986014,50.82665965,4380,0,1593.421308,631.9804645,5558.461119,5.86228516,170826.3309,3137404.892,58900000,0,119000000,418374.6632,4904464.832,58900000,1,119000000,289372.8301,4084021.208,59000000,0,5740,8272,2.398588778,3.463696382,0,4380,946.8185714,915.9556623,838974.7753,0,1,0,948.1731044,4690,29200,38,285,20,959495.5,1863353,55638,58700000.0,58900000,58400000,Normal Traffic
53,194,2,84,42,42,42.0,0.0,141,141,141.0,0.0,1886597.938,20618.5567,64.66666667,70.81195756,142,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,64,64,10309.27835,10309.27835,42,141,81.6,54.22453319,2940.3,0,0,0,102.0,84,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,83494117,7,354,348,0,50.57142857,131.1727324,5792,0,1932.5,2181.008184,143.1118794,0.155699593,6957843.083,24100000.0,83300000,1,83400000,13900000.0,34000000.0,83300000,1,151342,30268.4,60518.22084,138065,45,220,200,0.083838242,0.07186135,0,5792,853.5,1666.73309,2777999.192,0,0,1,919.1538462,354,251,235,2,20,1017.0,1017,1017,83300000.0,83300000,83300000,DoS
53,209,2,84,42,42,42.0,0.0,58,58,58.0,0.0,956937.799,19138.75598,69.66666667,37.5277675,113,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,64,64,9569.37799,9569.37799,42,58,48.4,8.76356092,76.8,0,0,0,60.5,84,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,334,2,94,47,47,47.0,0.0,110,110,110.0,0.0,940119.7605,11976.0479,111.3333333,180.8102136,320,1,13,13.0,0.0,13,13,1,1.0,0.0,1,1,64,64,5988.023952,5988.023952,47,110,72.2,34.50652112,1190.7,0,0,0,90.25,94,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,206,2,68,34,34,34.0,0.0,91,91,91.0,0.0,1213592.233,19417.47573,68.66666667,77.39724371,154,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,64,64,9708.737864,9708.737864,34,91,56.8,31.22018578,974.7,0,0,0,71.0,68,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,5298991,4,12,6,0,3.0,3.464101615,0,0,0.0,0.0,2.264582069,1.132291034,1059798.2,1848031.428,4277173,64,5298991,1766330.333,2226781.97,4277173,31003,990809,990809.0,0.0,990809,990809,104,64,0.75486069,0.377430345,0,6,1.714285714,2.927700219,8.571428571,0,1,0,2.0,12,8192,29200,2,20,0.0,0,0,0.0,0,0,Normal Traffic
53204,1,2,37,37,0,18.5,26.1629509039,0,0,0.0,0.0,37000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,64,0,2000000.0,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,0,1,37.0,37,972,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,89339379,8,56,20,0,7.0,5.656854249,4380,0,1934.5,2177.344966,130.5471353,0.156705813,6872259.923,22500000.0,81400000,14,88700000,12700000.0,30400000.0,81400000,71,677172,135434.4,302247.577,676111,14,172,132,0.089546179,0.067159634,0,4380,777.9333333,1627.46176,2648631.781,0,0,1,833.5,56,256,229,6,20,986.0,986,986,44300000.0,81400000,7216356,DDoS
53,30559,1,45,45,45,45.0,0.0,129,129,129.0,0.0,5693.903596,65.44716777,30559.0,0.0,30559,30559,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,32.72358389,32.72358389,45,129,73.0,48.49742261,2352.0,0,0,0,109.5,45,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,2482,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1208.702659,1241.0,1685.742566,2433,49,2482,1241.0,1685.742566,2433,49,0,0.0,0.0,0,0,96,0,1208.702659,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,65535,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,116961357,49,744,373,0,15.1836734694,62.3700894758,2836,0,992.6956521739,703.3991713123,396.7806221674,0.8122340783,1244269.75531915,3250227.74323084,10011688,1,116961357,2436694.9375,4254262.34076843,10047922,1,111910949,2486909.97777778,4350132.5855812,10048436,2,1576,1480,0.4189417878,0.3932922905,0,2836,483.4166666667,690.9851040616,477460.414035088,0,1,0,488.5052631579,744,29200,357,4,32,153419.416666667,1440334,36233,9593360.08333333,10011688,5014049,Normal Traffic
2010,75,1,0,0,0,0.0,0.0,6,6,6.0,0.0,80000.0,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,13333.33333,13333.33333,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
53,72366,2,104,52,52,52.0,0.0,176,176,176.0,0.0,6301.301716,55.27457646,24122.0,41768.40542,72352,3,11,11.0,0.0,11,11,3,3.0,0.0,3,3,64,64,27.63728823,27.63728823,52,176,101.6,67.91759713,4612.8,0,0,0,127.0,104,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,61248,2,76,38,38,38.0,0.0,188,188,188.0,0.0,7379.8328108673,65.3082549634,20416.0,35354.6210840959,61240,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,40,40,32.6541274817,32.6541274817,38,188,98.0,82.1583836258,6750.0,0,0,0,122.5,76,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
54338,712,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2808.988764,712.0,0.0,712,712,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,1404.494382,1404.494382,0,0,0.0,0.0,0.0,0,0,1,0.0,0,227,229,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,199,2,92,46,46,46.0,0.0,142,142,142.0,0.0,1889447.236,20100.50251,66.33333333,73.92112914,148,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,40,40,10050.25126,10050.25126,46,142,84.4,52.58136552,2764.8,0,0,0,105.5,92,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
1937,3,2,12,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,4380,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53389,37,1,6,6,6,6.0,0.0,6,6,6.0,0.0,324324.3243,54054.05405,37.0,0.0,37,37,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,27027.02703,27027.02703,6,6,6.0,0.0,0.0,0,0,1,9.0,6,351,258,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,256191,2,60,30,30,30.0,0.0,98,98,98.0,0.0,999.2544625,15.61335098,85397.0,147908.4787,256187,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,40,64,7.806675488,7.806675488,30,98,57.2,37.24513391,1387.2,0,0,0,71.5,60,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,90719,1,46,46,46,46.0,0.0,143,143,143.0,0.0,2083.356298,22.04609839,90719.0,0.0,90719,90719,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,11.0230492,11.0230492,46,143,78.33333333,56.00297611,3136.333333,0,0,0,117.5,46,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,1094941,3,26,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,10618.837,7.306329747,156420.1429,411707.23,1090079,46,4190,2095.0,2630.437226,3955,235,1094893,273723.25,544240.2803,1090079,46,72,112,2.739873655,4.566456092,0,4380,1291.888889,1980.710254,3923213.111,0,1,0,1453.375,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
443,142925,8,532,197,0,66.5,82.80096618,3551,0,1183.666667,2050.170806,28567.43047,76.96344236,14292.5,17200.6253,42423,48,142925,20417.85714,21039.27282,52544,48,52960,26480.0,23231.28619,42907,10053,172,72,55.97341263,20.99002974,0,3551,340.25,1013.711912,1027611.841,0,1,0,371.1818182,532,8192,119,4,20,0.0,0,0,0.0,0,0,Normal Traffic
53,30781,4,336,84,84,84.0,0.0,166,166,166.0,0.0,21701.6991,194.925441,6156.2,13542.8258,30381,3,30432,10144.0,17525.77054,30381,3,4,4.0,0.0,4,4,104,40,129.950294,64.97514701,84,166,107.4285714,40.01190299,1600.952381,0,0,0,125.3333333,336,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
53,749,1,72,72,72,72.0,0.0,133,133,133.0,0.0,273698.2644,2670.226969,749.0,0.0,749,749,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,1335.113485,1335.113485,72,133,92.33333333,35.21836642,1240.333333,0,0,0,138.5,72,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,30669,1,56,56,56,56.0,0.0,84,84,84.0,0.0,4564.870064,65.21242949,30669.0,0.0,30669,30669,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,32.60621474,32.60621474,56,84,65.33333333,16.16580754,261.3333333,0,0,0,98.0,56,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,31181,4,176,44,44,44.0,0.0,172,172,172.0,0.0,16676.82242,192.4248741,6236.2,13785.20886,30895,1,30899,10299.66667,17836.08189,30895,1,3,3.0,0.0,3,3,80,40,128.2832494,64.14162471,44,172,80.57142857,62.45760467,3900.952381,0,0,0,94.0,176,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
53,226,2,66,33,33,33.0,0.0,250,250,250.0,0.0,2504424.779,17699.11504,75.33333333,125.2850084,220,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,64,64,8849.557522,8849.557522,33,250,119.8,118.855795,14126.7,0,0,0,149.75,66,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
54276,4,2,31,31,0,15.5,21.92031022,6,6,6.0,0.0,9250000.0,750000.0,2.0,1.414213562,3,1,3,3.0,0.0,3,3,0,0.0,0.0,0,0,64,20,500000.0,250000.0,0,31,17.0,16.35033129,267.3333333,0,0,1,22.66666667,31,1039,0,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,509,1,50,50,50,50.0,0.0,111,111,111.0,0.0,316306.4833,3929.273084,509.0,0.0,509,509,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,1964.636542,1964.636542,50,111,70.33333333,35.21836642,1240.333333,0,0,0,105.5,50,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
22,612,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6535.947712,204.0,163.1839453,352,29,612,306.0,106.0660172,381,231,0,0.0,0.0,0,0,104,40,4901.960784,1633.986928,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Port Scanning
80,85485061,6,356,356,0,59.33333333,145.3363914,5792,0,1932.5,2181.008184,139.8022047,0.140375404,7771369.182,25700000.0,85300000,1,85300000,17100000.0,38200000.0,85300000,1,149450,29890.0,59147.72817,135146,45,200,200,0.070187702,0.070187702,0,5792,919.3076923,1715.891672,2944284.231,0,0,1,995.9166667,356,251,235,1,32,998.0,998,998,85300000.0,85300000,85300000,DoS
53,270737,1,42,42,42,42.0,0.0,130,130,130.0,0.0,635.3028954,7.38724297,270737.0,0.0,270737,270737,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,3.693621485,3.693621485,42,130,71.33333333,50.80682369,2581.333333,0,0,0,107.0,42,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,179647,3,26,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,64754.76907,44.53177621,25663.85714,67512.00607,178766,2,629,314.5,440.5275247,626,3,179601,44900.25,89244.24056,178766,2,72,112,16.69941608,27.83236013,0,10220,1292.555556,3378.299021,11400000.0,0,1,0,1454.125,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,4173933,5,30,6,6,6.0,0.0,0,0,0.0,0.0,7.187465635,1.197910939,1043483.25,2086058.545,4172571,3,4173933,1043483.25,2086058.545,4172571,3,0,0.0,0.0,0,0,100,0,1.197910939,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
80,25741,3,26,20,0,8.666666667,10.26320288,10220,0,2900.25,4922.508194,451691.8535,271.9397071,4290.166667,8253.319633,20804,60,4689,2344.5,2826.305804,4343,346,25646,8548.666667,10845.79113,20804,188,72,92,116.5455887,155.3941183,0,10220,1453.375,3574.535052,12800000.0,0,1,0,1661.0,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,422187,3,26,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,27554.1407,21.31756781,52773.375,148875.8674,421222,2,779,389.5,440.5275247,701,78,422122,84424.4,188275.8747,421222,2,72,132,7.105855936,14.21171187,0,5840,1163.3,2138.329153,4572451.567,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
53,50147,2,76,38,38,38.0,0.0,93,93,93.0,0.0,5224.6395596945,79.765489461,16715.6666666667,28947.1877966295,50141,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,64,64,39.8827447305,39.8827447305,38,93,60.0,30.1247406628,907.5,0,0,0,75.0,76,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,83606252,7,312,306,0,44.57142857,115.3008487,8688,0,2319.0,3774.237539,142.417579,0.143529936,7600568.364,25200000.0,83600000,0,83600000,13900000.0,34100000.0,83600000,0,42564,10641.0,14241.21313,30277,83,220,168,0.083725796,0.05980414,0,8688,915.9230769,2467.388243,6088004.744,0,0,1,992.25,312,274,235,2,20,5.0,5,5,83600000.0,83600000,83600000,DoS
4128,21,1,6,6,6,6.0,0.0,6,6,6.0,0.0,571428.571428571,95238.0952380952,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,47619.0476190476,47619.0476190476,6,6,6.0,0.0,0.0,0,0,1,9.0,6,97,255,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,61089,1,50,50,50,50.0,0.0,78,78,78.0,0.0,2095.303573,32.73911834,61089.0,0.0,61089,61089,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,16.36955917,16.36955917,50,78,59.33333333,16.16580754,261.3333333,0,0,0,89.0,50,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,119073234,78,2196,462,0,28.15384615,93.05843394,4194,0,1421.021978,888.855406,1104.437963,1.419294617,708769.25,6367682.853,59000000,1,119000000,1546405.636,9369423.8,59000000,1,119000000,1322646.022,8680776.679,59000000,1,2504,2920,0.655059054,0.764235563,0,4194,773.5823529,954.149962,910402.15,0,1,0,778.1597633,2196,29200,135,10,32,976764.5,1918537,34992,58500000.0,59000000,58100000,Normal Traffic
51829,34516,16,19927,2920,0,1245.4375,1020.342032,6,0,4.0,3.098386677,578021.787,637.3855603,1643.619048,6104.89712,27603,1,34516,2301.066667,7185.341551,27603,1,28109,5621.8,12459.76869,27910,1,344,144,463.5531348,173.8324255,0,2920,867.4347826,1025.321538,1051284.257,0,1,0,906.8636364,19927,8192,357,14,20,0.0,0,0,0.0,0,0,Normal Traffic
80,5830,2,12,6,6,6.0,0.0,0,0,0.0,0.0,2058.319039,343.0531732,5830.0,0.0,5830,5830,5830,5830.0,0.0,5830,5830,0,0.0,0.0,0,0,40,0,343.0531732,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,253,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
123,16052,1,48,48,48,48.0,0.0,48,48,48.0,0.0,5980.56317,124.595066,16052.0,0.0,16052,16052,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,62.29753302,62.29753302,48,48,48.0,0.0,0.0,0,0,0,72.0,48,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,98948117,2,128,85,43,64.0,29.69848481,149,87,118.0,43.84062043,3.678695573,0.040425226,33000000.0,57100000.0,98900000,23460,98900000,98900000.0,0.0,98900000,98900000,98900000,98900000.0,0.0,98900000,98900000,52,52,0.020212613,0.020212613,43,149,81.4,43.48333014,1890.8,0,0,0,101.75,128,-1,-1,1,20,23460.0,23460,23460,98900000.0,98900000,98900000,Normal Traffic
1036,73,1,2,2,2,2.0,0.0,6,6,6.0,0.0,109589.0411,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,13698.63014,13698.63014,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
53,199,2,76,38,38,38.0,0.0,77,77,77.0,0.0,1155778.89447236,20100.5025125628,66.3333333333,74.2181469274,148,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,64,64,10050.2512562814,10050.2512562814,38,77,53.6,21.3611797427,456.3,0,0,0,67.0,76,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,265,2,110,55,55,55.0,0.0,116,116,116.0,0.0,1290566.03773585,15094.3396226415,88.3333333333,78.0149558311,156,3,156,156.0,0.0,156,156,3,3.0,0.0,3,3,64,64,7547.1698113208,7547.1698113208,55,116,79.4,33.4110760078,1116.3,0,0,0,99.25,110,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,174436,3,342,342,0,114.0,197.4537921,8688,0,2319.0,3774.237539,68431.97505,45.86209269,24919.42857,62314.83669,166079,4,7986,3993.0,5641.2979,7982,4,174416,43604.0,81735.80888,166079,85,104,168,17.19828476,28.66380793,0,8688,1326.333333,2918.749818,8519100.5,0,1,0,1492.125,342,29200,235,1,32,0.0,0,0,0.0,0,0,DoS
53,106496,1,51,51,51,51.0,0.0,128,128,128.0,0.0,1680.8143028846,18.7800480769,106496.0,0.0,106496,106496,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,32,9.3900240385,9.3900240385,51,128,76.6666666667,44.4559707276,1976.3333333333,0,0,0,115.0,51,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
60717,30883,2,280,274,6,140.0,189.5046174,6,6,6.0,0.0,9260.758346,97.14082181,15441.5,21703.22843,30788,95,30883,30883.0,0.0,30883,30883,0,0.0,0.0,0,0,40,20,64.76054787,32.38027394,6,274,140.0,154.7298721,23941.33333,0,0,1,186.6666667,280,60,0,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,83874131,8,323,323,0,40.375,114.1977452,4344,0,1932.5,1754.831473,142.0938716,0.166916782,6451856.231,23200000.0,83700000,1,83700000,12000000.0,31600000.0,83700000,1,147441,29488.2,59810.49522,136146,46,264,200,0.095381018,0.071535764,0,4344,794.5333333,1425.271546,2031398.981,0,0,1,851.2857143,323,274,235,1,32,996.0,996,996,83700000.0,83700000,83700000,DoS
50300,49,1,2,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
48068,3,2,12,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,9.0,12,0,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
443,118430374,16,1628,965,0,101.75,238.3835844,1460,0,402.8125,588.2965487,68.16663435,0.270200954,3820334.645,14600000.0,58800000,3,118000000,7895358.267,20500000.0,58800000,200,118000000,7880707.4,20600000.0,59000000,3,332,328,0.135100477,0.135100477,0,1460,244.6363636,462.0139215,213456.8636,0,1,0,252.28125,1628,8192,23,15,20,651881.5,1083943,219820,58500000.0,58800000,58100000,Normal Traffic
443,3,1,6,6,6,6.0,0.0,6,6,6.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,333333.3333,333333.3333,6,6,6.0,0.0,0.0,0,0,1,9.0,6,16417,114,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,141377,13,614,373,0,47.2307692308,106.2106035558,2896,0,922.5555555556,993.2030395532,63072.4941114891,155.6122990303,6732.2380952381,11807.7602698597,32270,3,141377,11781.4166666667,18267.8293802288,55208,3,104084,13010.5,18196.8217319085,43081,180,428,296,91.9527221542,63.659576876,0,2896,387.6956521739,746.4730059531,557221.948616601,0,1,0,405.3181818182,614,65535,57,5,32,0.0,0,0,0.0,0,0,Normal Traffic
443,115930344,38,846,332,0,22.26315789,61.3037119,1460,0,1013.081633,649.6465653,435.4942654,0.750450633,1348027.256,3387447.764,10000000,2,116000000,3133252.541,4629590.672,10000000,3,110000000,2298185.458,4252977.078,10000000,2,772,1124,0.327783035,0.422667598,0,1460,573.7159091,692.6629266,479781.9299,0,1,0,580.3103448,846,8192,31,37,20,26325.08333,149496,14937,9634536.667,10000000,5602173,Normal Traffic
80,3958929,5,30,6,6,6.0,0.0,0,0,0.0,0.0,7.577807028,1.262967838,989732.25,1978792.556,3957921,1,3958929,989732.25,1978792.556,3957921,1,0,0.0,0.0,0,0,100,0,1.262967838,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
80,94178209,8,56,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,123.8396878,0.12741801,8561655.364,25800000.0,85900000,1,94100000,13400000.0,32100000.0,85900000,1,80373,26791.0,45764.83199,79634,5,172,92,0.08494534,0.04247267,0,11595,897.6153846,3214.167532,10300000.0,0,0,1,972.4166667,56,256,229,6,20,1012.0,1012,1012,47000000.0,85900000,8162782,DDoS
53,30348,1,47,47,47,47.0,0.0,63,63,63.0,0.0,3624.6210623435,65.9022011335,30348.0,0.0,30348,30348,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,32.9511005668,32.9511005668,47,63,52.3333333333,9.237604307,85.3333333333,0,0,0,78.5,47,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,616080,3,26,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,18872.54902,12.98532658,88011.42857,227373.0441,603557,55,11993,5996.5,7985.35688,11643,350,615916,153979.0,299768.9487,603557,198,72,112,4.869497468,8.115829113,0,7300,1291.888889,2460.652985,6054813.111,0,1,0,1453.375,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,82127274,8,56,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,141.9382311,0.146114676,7466115.818,23000000.0,76600000,1,80900000,11600000.0,28700000.0,76600000,1,1273475,424491.6667,723009.2873,1259321,960,172,92,0.097409784,0.048704892,0,8760,897.1538462,2488.507044,6192667.308,0,0,1,971.9166667,56,256,229,6,20,4284933.0,4284933,4284933,76600000.0,76600000,76600000,DDoS
80,2057970,5,30,6,6,6.0,0.0,0,0,0.0,0.0,14.57747197,2.429578662,514492.5,1028321.106,2056974,1,2057970,514492.5,1028321.106,2056974,1,0,0.0,0.0,0,0,100,0,2.429578662,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
443,32167,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,62.1755214972,32167.0,0.0,32167,32167,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,31.0877607486,31.0877607486,0,0,0.0,0.0,0.0,0,0,1,0.0,0,346,62,0,32,0.0,0,0,0.0,0,0,Normal Traffic
46695,24,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,83333.33333,24.0,0.0,24,24,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,41666.66667,41666.66667,0,0,0.0,0.0,0.0,0,0,1,0.0,0,135,548,0,32,0.0,0,0,0.0,0,0,Normal Traffic
